S/N,Project ID,Data requested,BI service,Delivery Method,RNA Box No.,Original Sample Position,Sample Accession Number [R8800xxxx],Internal ID,Client's Sample name  ,Sample Origin,RIN,Nanodrop Conc (ng/uL),Nanodrop A260/280,Nanodrop A230/260,DV200,Stranded/ Non-stranded,200ng RNA input Vol[ul],NFW ul (to 8ul),Input plate position,RNA input [ng],Library  Prep Plate,Lib_Conc. (ng/ul),D1000 Tapestation Library peak Size(bp),D1000 Tapestation Library Average Size(bp),Library Prep,Well Position,ng for pooling for 1pmol,volume for circularization (µl),ssCir plate pos,Qubit ssDNA Conc.[ng/µL] (>0.6),"DNB conc
Qubit ssDNA ng/ul",Index(*),Sequencing Mode(*),Required Reads,data output,output_ratio,Flowcell ID,Read1 files path(*),Read2 files path
335,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,C01,R88010001,,C2402PP-S4 Ending-Luc-G26WT-B,Cultured cells,9.8,51,2,1.3,97.7,Stranded,3.9,4.1,C01,200,LP18,20.6,460,474,LP18,C1,341.88,1.66,A1,4.49,21.7,UDB003,PE150,40,63.2,1.58,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB003_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB003_2.fq.gz
336,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,D01,R88010002,,C2402PP-S6 Ending-Luc-G26WT-B,Cultured cells,9.8,64.5,2.2,0.7,70,Stranded,3.1,4.9,D01,200,LP18,28.5,469,476,LP18,D1,347.16,1.22,A1,4.49,21.7,UDB004,PE150,40,48.5,1.21,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB004_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB004_2.fq.gz
337,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,E01,R88010003,,C2402PP-Agg-500ml-Luc-L7V035-C1-A,Cultured cells,9.8,35.3,2.1,1.5,96.3,Stranded,5.7,2.3,E01,200,LP18,15.4,474,472,LP18,E1,349.8,2.27,A1,4.49,21.7,UDB005,PE150,40,59,1.48,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB005_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB005_2.fq.gz
338,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,F01,R88010004,,C2402PP-S4 Ending-Luc-L7V035-C1-B,Cultured cells,9.7,104.5,2.2,0.9,96.4,Stranded,1.9,6.1,F01,200,LP18,38.7,473,481,LP18,F1,337.92,0.87,A1,4.49,21.7,UDB006,PE150,40,61.1,1.53,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB006_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB006_2.fq.gz
339,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,G01,R88010005,,C2402PP-S6 Ending-Luc-L7V035-C1-B,Cultured cells,9.6,103.8,2.1,1,96.9,Stranded,1.9,6.1,G01,200,LP18,32.1,456,464,LP18,G1,342.54,1.07,A1,4.49,21.7,UDB007,PE150,40,60.6,1.52,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB007_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB007_2.fq.gz
340,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,H01,R88010006,,C2402PP-Agg-100ml-Luc-G26WT-B,Cultured cells,10,63.4,1.9,1.2,97.2,Stranded,3.2,4.8,H01,200,LP18,35.2,493,466,LP18,H1,339.24,0.96,A1,4.49,21.7,UDB008,PE150,40,82.5,2.06,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB008_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB008_2.fq.gz
341,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,A02,R88010007,,C2402PP-S1 Ending-Luc-G26WT-100ml-A,Cultured cells,10,40.6,1.9,2.2,97.1,Stranded,4.9,3.1,A02,200,LP18,18.7,486,502,LP18,A2,361.02,1.93,A1,4.49,21.7,UDB009,PE150,40,64.7,1.62,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB009_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB009_2.fq.gz
342,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,B02,R88010008,,C2402PP-Agg-100ml-Luc-L7V035-C1-A,Cultured cells,10,37.9,2,1.9,96.8,Stranded,5.3,2.7,B02,200,LP18,13.36,477,483,LP18,B2,365.64,2.74,A1,4.49,21.7,UDB010,PE150,40,68.6,1.72,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB010_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB010_2.fq.gz
343,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,C02,R88010009,,C2402PP-S1 Ending-Luc-L7V035-C1-100ml-A,Cultured cells,10,38.8,2.1,1.5,96.2,Stranded,5.2,2.8,C02,200,LP18,25.39,500,507,LP18,C2,382.14,1.5,A2,5.02,23.4,UDB011,PE150,40,42.9,1.07,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB011_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB011_2.fq.gz
344,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,D02,R88010010,,C2403PP-S4 Ending-Luc-G26WT-B,Cultured cells,9.8,99.6,2.1,1.3,95.3,Stranded,2,6,D02,200,LP18,35.83,504,506,LP18,D2,382.8,1.07,A2,5.02,23.4,UDB012,PE150,40,43,1.07,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB012_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB012_2.fq.gz
345,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,E02,R88010011,,C2403PP-S6D5 End-Luc-G26WT-B,Cultured cells,9.8,49.8,2.1,1.1,96.2,Stranded,4,4,E02,200,LP18,18.98,479,486,LP18,E2,368.28,1.94,A2,5.02,23.4,UDB013,PE150,40,63.6,1.59,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB013_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB013_2.fq.gz
346,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,F02,R88010012,,C2404PP-S1 Ending-Luc-L7V035-C1-B,Cultured cells,9.9,27.3,2.1,2.1,96.7,Stranded,7.3,0.7,F02,200,LP18,7.76,446,470,LP18,F2,372.9,4.81,A2,5.02,23.4,UDB014,PE150,40,83,2.08,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB014_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB014_2.fq.gz
347,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,G02,R88010013,,C2404PP-S4 Ending-Luc-L7V035-C1-A,Cultured cells,9.8,51.9,2.1,2.1,95.8,Stranded,3.9,4.1,G02,200,LP18,23.68,416,478,LP18,G2,370.92,1.57,A2,5.02,23.4,UDB015,PE150,40,69.2,1.73,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB015_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB015_2.fq.gz
348,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,H02,R88010014,,C2404PP-S6 Ending-Luc-L7V035-C1-B,Cultured cells,9.7,33.9,2.1,1.3,97,Stranded,5.9,2.1,H02,200,LP18,19.8,398,475,LP18,H2,363.66,1.84,A2,5.02,23.4,UDB016,PE150,40,62.7,1.57,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB016_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB016_2.fq.gz
349,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,A03,R88010015,,C2404ML-D3-_A02,Cultured cells,10,17.5,2,1.1,95.9,Stranded,8,0,A03,140,LP18,12.69,499,511,LP18,A3,382.14,3.01,A2,5.02,23.4,UDB017,PE150,40,60.9,1.52,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB017_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB017_2.fq.gz
350,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,B03,R88010016,,C2404ML-S1_A02,Cultured cells,9.9,61.1,2.1,0.8,96.7,Stranded,3.3,4.7,B03,200,LP18,15.98,507,525,LP18,B3,384.12,2.4,A2,5.02,23.4,UDB018,PE150,40,67.9,1.7,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB018_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB018_2.fq.gz
351,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,C03,R88010017,,C2404ML-S3_A01,Cultured cells,8,86.6,2.1,0.6,95.4,Stranded,2.3,5.7,C03,200,LP18,33.62,499,512,LP18,C3,374.88,1.12,A2,5.02,23.4,UDB019,PE150,40,62.1,1.55,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB019_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB019_2.fq.gz
352,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,D03,R88010018,,C2404ML-S4_A02,Cultured cells,9.7,89.6,2.1,1.9,96.6,Stranded,2.2,5.8,D03,200,LP18,30.61,473,492,LP18,D3,361.02,1.18,A2,5.02,23.4,UDB020,PE150,40,77.9,1.95,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB020_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB020_2.fq.gz
353,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,E03,R88010019,,C2404ML-S5_A01,Cultured cells,9.6,72.6,2.1,1.9,95.7,Stranded,2.8,5.2,E03,200,LP18,32.27,472,483,LP18,E3,363.66,1.13,A3,5.43,17.3,UDB021,PE150,40,77.4,1.93,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB021_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB021_2.fq.gz
354,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,F03,R88010020,,C2404ML-D3-_B02,Cultured cells,10,60.7,2.2,1.5,96.5,Stranded,3.3,4.7,F03,200,LP18,12.58,476,500,LP18,F3,387.42,3.08,A3,5.43,17.3,UDB022,PE150,40,82.9,2.07,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB022_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB022_2.fq.gz
355,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,H03,R88010022,,C2404ML-S3_B02,Cultured cells,9.6,69,2.1,1.5,95.8,Stranded,2.9,5.1,H03,200,LP18,16.98,448,540,LP18,H3,355.74,2.09,A3,5.43,17.3,UDB024,PE150,40,74.3,1.86,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB024_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB024_2.fq.gz
356,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,A04,R88010023,,C2404ML-S4_B02,Cultured cells,9.4,173.7,2.1,1.7,95.4,Stranded,1.2,6.8,A04,200,LP18,27.79,486,456,LP18,A4,379.5,1.37,A3,5.43,17.3,UDB025,PE150,40,67.3,1.68,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB025_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB025_2.fq.gz
357,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,B04,R88010024,,C2404ML-S5_B02,Cultured cells,9.7,37.8,2.1,1.9,95.2,Stranded,5.3,2.7,B04,200,LP18,20.54,509,506,LP18,B4,382.8,1.86,A3,5.43,17.3,UDB026,PE150,40,79.2,1.98,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB026_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB026_2.fq.gz
358,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,C04,R88010025,,C2404ML-D3_C01,Cultured cells,10,53,2.1,1.9,96.5,Stranded,3.8,4.2,C04,200,LP18,14.82,403,529,LP18,C4,378.18,2.55,A3,5.43,17.3,UDB027,PE150,40,95.9,2.4,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB027_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB027_2.fq.gz
359,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,D04,R88010026,,C2404ML-S1_C01,Cultured cells,9.6,61.6,2.1,1.1,95.8,Stranded,3.2,4.8,D04,200,LP18,23.6,491,488,LP18,D4,374.22,1.59,A3,5.43,17.3,UDB028,PE150,40,63.5,1.59,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB028_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB028_2.fq.gz
360,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,E04,R88010027,,C2404ML-S3_C01,Cultured cells,9.9,40.3,2.2,1.5,95.4,Stranded,5,3,E04,200,LP18,26.31,506,500,LP18,E4,361.02,1.37,A3,5.43,17.3,UDB029,PE150,40,84.3,2.11,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB029_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB029_2.fq.gz
361,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,F04,R88010028,,C2404ML-S4_C01,Cultured cells,9.8,145.4,2.1,1.2,95.5,Stranded,1.4,6.6,F04,200,LP18,14.74,431,512,LP18,F4,369.6,2.51,A3,5.43,17.3,UDB030,PE150,40,82.4,2.06,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB030_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB030_2.fq.gz
362,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,G04,R88010029,,C2404ML-S5_C01,Cultured cells,9.8,122.9,2.1,1.1,96.2,Stranded,1.6,6.4,G04,200,LP18,29.53,403,495,LP18,G4,363,1.23,A3,5.43,17.3,UDB031,PE150,40,81.3,2.03,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB031_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB031_2.fq.gz
363,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,H04,R88010030,,C2404ML-D3_D01,Cultured cells,10,32.6,2.3,0,95.2,Stranded,6.1,1.9,H04,200,LP18,15.86,442,506,LP18,H4,386.76,2.44,A4,4.38,24.9,UDB032,PE150,40,50.2,1.25,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB032_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB032_2.fq.gz
364,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,A05,R88010031,,C2404ML-S1_D01,Cultured cells,9.8,119,2.1,1.2,95.5,Stranded,1.7,6.3,A05,200,LP18,28.32,485,493,LP18,A5,377.52,1.33,A4,4.38,24.9,UDB033,PE150,40,70.9,1.77,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB033_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB033_2.fq.gz
365,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,B05,R88010032,,C2404ML-S3_D01,Cultured cells,8.7,58.9,2.1,1.6,94.4,Stranded,3.4,4.6,B05,200,LP18,25.99,473,502,LP18,B5,366.3,1.41,A4,4.38,24.9,UDB034,PE150,40,68.7,1.72,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB034_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB034_2.fq.gz
366,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,C05,R88010033,,C2404ML-S4_D01,Cultured cells,9.8,41.9,2.1,1.5,96.8,Stranded,4.8,3.2,C05,200,LP18,12.65,504,473,LP18,C5,376.86,2.98,A4,4.38,24.9,UDB035,PE150,40,69.7,1.74,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB035_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB035_2.fq.gz
367,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,D05,R88010034,,C2404ML-S5_D02,Cultured cells,9.8,61.4,2.2,0.5,96.4,Stranded,3.3,4.7,D05,200,LP18,22.6,446,499,LP18,D5,374.22,1.66,A4,4.38,24.9,UDB036,PE150,40,53.8,1.34,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB036_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB036_2.fq.gz
368,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,E05,R88010035,,C2404ML-D3_E01,Cultured cells,10,60.7,2.1,1.7,95.2,Stranded,3.3,4.7,E05,200,LP18,19.57,496,506,LP18,E5,331.98,1.7,A4,4.38,24.9,UDB037,PE150,40,57.3,1.43,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB037_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB037_2.fq.gz
369,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,F05,R88010036,,C2404ML-S1_E01,Cultured cells,10,48.5,2.1,0.8,96.3,Stranded,4.1,3.9,F05,200,LP18,19.89,462,519,LP18,F5,389.4,1.96,A4,4.38,24.9,UDB038,PE150,40,50,1.25,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB038_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB038_2.fq.gz
370,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,G05,R88010037,,C2404ML-S3_E01,Cultured cells,9.7,65,2.1,1.4,93.8,Stranded,3.1,4.9,G05,200,LP18,19.28,423,470,LP18,G5,360.36,1.87,A4,4.38,24.9,UDB039,PE150,40,70.3,1.76,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB039_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB039_2.fq.gz
371,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,H05,R88010038,,C2404ML-S4_E01,Cultured cells,9.8,35.2,2,2.2,95.7,Stranded,5.7,2.3,H05,200,LP18,19.35,414,469,LP18,H5,358.38,1.85,A4,4.38,24.9,UDB040,PE150,40,63.3,1.58,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB040_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB040_2.fq.gz
372,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,A06,R88010039,,C2404ML-S5_E02,Cultured cells,9.8,37.5,2.1,0.4,95.3,Stranded,5.3,2.7,A06,200,LP18,19.28,484,496,LP18,A6,376.86,1.95,A4,4.38,24.9,UDB041,PE150,40,80.8,2.02,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB041_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB041_2.fq.gz
373,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,B06,R88010040,,C2404ML-D3_F02,Cultured cells,9.9,207.3,2.1,1.8,95.4,Stranded,1,7,B06,200,LP18,28.56,476,490,LP18,B6,357.06,1.25,A5,4.52,22.2,UDB042,PE150,40,69.9,1.75,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB042_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB042_2.fq.gz
374,RNA_20240604_138,40M reads,Fastq,AWS,RNA Box 22,D06,R88010042,,C2404ML-S3_F01,Cultured cells,9.4,163.8,2.1,1.8,95.1,Stranded,1.2,6.8,D06,200,LP18,48.6,500,497,LP18,D6,379.5,0.78,A5,4.52,22.2,UDB044,PE150,40,30.8,0.77,E200021587,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB044_1.fq.gz,/storeData/ztron/autorunDW/DNBSEQ-T7/R1100600200038/write_fastq_config_1/ztron/E200021587_L01_20881/E200021587_L01/E200021587_L01_UDB044_2.fq.gz
